Year,m,d,Time,Time zone,Cloud amount (1/8),Relative humidity (%),Precipitation intensity (mm/h),Air temperature (degC)
2017,9,6,05:00,UTC,5,86,0,6.9
2017,9,6,06:00,UTC,7,81,0,8.3
2017,9,6,07:00,UTC,1,65,0,11.4
2017,9,6,08:00,UTC,0,55,0,13.3
2017,9,6,09:00,UTC,0,45,0,14.1
2017,9,6,10:00,UTC,5,48,0,13.7
2017,9,6,11:00,UTC,5,46,0,13.8
2017,9,6,12:00,UTC,7,50,0,13.7
2017,9,6,13:00,UTC,8,52,0,13.2
2017,9,6,14:00,UTC,7,53,0,13
2017,9,6,15:00,UTC,5,56,0,12.5
2017,9,6,16:00,UTC,7,56,0,12.2
2017,9,6,17:00,UTC,8,61,0,11.8
2017,9,6,18:00,UTC,7,64,0,11.4
2017,9,6,19:00,UTC,8,67,0,11.1
2017,9,6,20:00,UTC,7,71,0,10.5
2017,9,6,21:00,UTC,7,74,0,10.1
2017,9,6,22:00,UTC,8,77,0,9.7
2017,9,6,23:00,UTC,7,77,0,10.2
2017,9,7,00:00,UTC,8,79,0,10
2017,9,7,01:00,UTC,8,81,0,10
2017,9,7,02:00,UTC,7,83,0,10
2017,9,7,03:00,UTC,8,83,0,10.1
2017,9,7,04:00,UTC,8,83,0,10.2
2017,9,7,05:00,UTC,8,82,0,10.5
2017,9,7,06:00,UTC,7,80,0,11
2017,9,7,07:00,UTC,8,78,0,11.4
2017,9,7,08:00,UTC,7,76,0,11.9
2017,9,7,09:00,UTC,7,77,0,11.7
2017,9,7,10:00,UTC,8,75,0,11.8
2017,9,7,11:00,UTC,8,79,0,11.5
2017,9,7,12:00,UTC,8,78,0,11.3
2017,9,7,13:00,UTC,8,83,0,10.8
2017,9,7,14:00,UTC,8,90,0.7,10.4
2017,9,7,15:00,UTC,7,91,0.4,10.6
2017,9,7,16:00,UTC,7,91,0,10.6
2017,9,7,17:00,UTC,8,91,0,10
2017,9,7,18:00,UTC,8,93,0,9.4
2017,9,7,19:00,UTC,5,94,0,8.7
2017,9,7,20:00,UTC,8,95,0,8.5
2017,9,7,21:00,UTC,8,96,0,8.5
2017,9,7,22:00,UTC,8,96,0,8.5
2017,9,7,23:00,UTC,8,96,0,7.9
2017,9,8,00:00,UTC,8,96,0,8.2
2017,9,8,01:00,UTC,8,96,0,8.1
2017,9,8,02:00,UTC,8,96,0,8.1
2017,9,8,03:00,UTC,7,96,0,8
2017,9,8,04:00,UTC,7,96,0,8.4
2017,9,8,05:00,UTC,8,95,0,8.2
2017,9,8,06:00,UTC,8,94,0,8.7
2017,9,8,07:00,UTC,8,91,0,9.2
2017,9,8,08:00,UTC,7,86,0,10.4
2017,9,8,09:00,UTC,7,79,0,11.3
2017,9,8,10:00,UTC,7,78,0,11.6
2017,9,8,11:00,UTC,7,73,0,12.6
2017,9,8,12:00,UTC,7,71,0,13
2017,9,8,13:00,UTC,7,72,0,12.8
2017,9,8,14:00,UTC,7,74,0,13
2017,9,8,15:00,UTC,7,80,0,12.5
2017,9,8,16:00,UTC,7,81,0,12
2017,9,8,17:00,UTC,8,83,0,11.8
2017,9,8,18:00,UTC,8,84,0,11.8
2017,9,8,19:00,UTC,8,84,0,11.8
2017,9,8,20:00,UTC,7,78,0,11.6
2017,9,8,21:00,UTC,7,82,0,11.4
2017,9,8,22:00,UTC,7,87,0,11.2
2017,9,8,23:00,UTC,7,90,0,11.3
2017,9,9,00:00,UTC,7,91,0,11.4
2017,9,9,01:00,UTC,7,88,0,12.2
2017,9,9,02:00,UTC,7,92,0.7,11.7
2017,9,9,03:00,UTC,3,93,1.4,11.4
2017,9,9,04:00,UTC,7,95,4.1,11.8
2017,9,9,05:00,UTC,8,95,1,12
2017,9,9,06:00,UTC,8,95,0.7,12.2
2017,9,9,07:00,UTC,7,95,2.6,12.3
2017,9,9,08:00,UTC,7,95,1,12.5
2017,9,9,09:00,UTC,8,95,0.3,12.7
2017,9,9,10:00,UTC,7,95,9.3,12.7
2017,9,9,11:00,UTC,8,96,0,13.5
2017,9,9,12:00,UTC,8,95,0,14
2017,9,9,13:00,UTC,7,94,0,14.5
2017,9,9,14:00,UTC,7,94,0,14.5
2017,9,9,15:00,UTC,7,95,0,14.5
2017,9,9,16:00,UTC,7,95,0,14.5
2017,9,9,17:00,UTC,7,95,0,14.3
2017,9,9,18:00,UTC,7,95,0,14.3
2017,9,9,19:00,UTC,7,95,0,14.2
2017,9,9,20:00,UTC,7,95,0.7,14.2
2017,9,9,21:00,UTC,7,95,0,14.3
2017,9,9,22:00,UTC,7,95,0.4,14.4
2017,9,9,23:00,UTC,7,95,0,14.2
2017,9,10,00:00,UTC,7,95,0,14.1
2017,9,10,01:00,UTC,7,94,0,14.2
2017,9,10,02:00,UTC,7,94,0,14.1
2017,9,10,03:00,UTC,7,93,0,14.3
2017,9,10,04:00,UTC,5,93,0,14.2
2017,9,10,05:00,UTC,5,93,0,14.1
2017,9,10,06:00,UTC,7,92,0,14.4
2017,9,10,07:00,UTC,7,90,0,14.6
2017,9,10,08:00,UTC,7,89,0,14.9
2017,9,10,09:00,UTC,7,89,0,15
2017,9,10,10:00,UTC,7,87,0,15.5
2017,9,10,11:00,UTC,7,87,0,15.7
2017,9,10,12:00,UTC,7,89,0,15.8
2017,9,10,13:00,UTC,7,89,0,16
2017,9,10,14:00,UTC,7,91,0,15.9
2017,9,10,15:00,UTC,7,93,0.4,15.2
2017,9,10,16:00,UTC,7,93,0.7,14.6
2017,9,10,17:00,UTC,7,94,0.8,14
2017,9,10,18:00,UTC,7,95,0,14
2017,9,10,19:00,UTC,7,96,0,14.2
2017,9,10,20:00,UTC,7,96,0.7,14.3
2017,9,10,21:00,UTC,7,96,0,14
2017,9,10,22:00,UTC,7,96,0,13.8
2017,9,10,23:00,UTC,7,96,0,14.1
2017,9,11,00:00,UTC,8,96,0,14.2
2017,9,11,01:00,UTC,7,95,0,14.2
2017,9,11,02:00,UTC,7,95,0,14
2017,9,11,03:00,UTC,7,95,0,13.4
2017,9,11,04:00,UTC,0,96,0,12.5
2017,9,11,05:00,UTC,5,96,0,13.1
2017,9,11,06:00,UTC,7,94,0,14.2
2017,9,11,07:00,UTC,7,87,0,15.3
2017,9,11,08:00,UTC,5,80,0,15.9
2017,9,11,09:00,UTC,7,82,0,15.3
2017,9,11,10:00,UTC,3,80,0,15.4
2017,9,11,11:00,UTC,5,77,0,16.5
2017,9,11,12:00,UTC,3,78,0,16
2017,9,11,13:00,UTC,1,71,0,16.9
2017,9,11,14:00,UTC,1,75,0,16.3
2017,9,11,15:00,UTC,0,76,0,15.7
2017,9,11,16:00,UTC,5,83,0,14.8
2017,9,11,17:00,UTC,3,91,0,14.1
2017,9,11,18:00,UTC,5,92,0,13.9
2017,9,11,19:00,UTC,1,94,0,13.9
2017,9,11,20:00,UTC,1,93,0,14.1
2017,9,11,21:00,UTC,7,90,0,14.3
2017,9,11,22:00,UTC,1,91,0,13.8
2017,9,11,23:00,UTC,0,93,0,13.1
2017,9,12,00:00,UTC,8,92,0,13.8
2017,9,12,01:00,UTC,8,92,0,14.3
2017,9,12,02:00,UTC,7,94,0,14.4
2017,9,12,03:00,UTC,7,95,2.7,14.4
2017,9,12,04:00,UTC,7,96,5.8,14.6
2017,9,12,05:00,UTC,7,96,3.2,14.6
2017,9,12,06:00,UTC,7,96,0.7,14.7
2017,9,12,07:00,UTC,7,96,0,15.2
2017,9,12,08:00,UTC,7,96,0,15.9
2017,9,12,09:00,UTC,7,96,0,15.7
2017,9,12,10:00,UTC,7,86,0,17.1
2017,9,12,11:00,UTC,7,85,0,17
2017,9,12,12:00,UTC,7,84,0,16.5
2017,9,12,13:00,UTC,5,81,0,17.4
2017,9,12,14:00,UTC,1,84,0,16.3
2017,9,12,15:00,UTC,1,84,0,16.2
2017,9,12,16:00,UTC,1,84,0,15.5
2017,9,12,17:00,UTC,1,91,0,14.6
2017,9,12,18:00,UTC,0,94,0,14
2017,9,12,19:00,UTC,1,95,0,13.8
2017,9,12,20:00,UTC,7,96,0,13.5
2017,9,12,21:00,UTC,7,96,0,13.6
2017,9,12,22:00,UTC,7,96,0,13.6
2017,9,12,23:00,UTC,7,97,0,13.8
2017,9,13,00:00,UTC,5,97,0,13.5
2017,9,13,01:00,UTC,7,97,0,13.2
2017,9,13,02:00,UTC,7,97,0,13
2017,9,13,03:00,UTC,5,97,0,13
2017,9,13,04:00,UTC,7,97,0,13.3
2017,9,13,05:00,UTC,7,97,0,13.8
2017,9,13,06:00,UTC,7,97,0,14.2
2017,9,13,07:00,UTC,5,91,0,14.7
2017,9,13,08:00,UTC,3,88,0,15.4
2017,9,13,09:00,UTC,5,84,0,15.7
2017,9,13,10:00,UTC,3,82,0,16
2017,9,13,11:00,UTC,7,79,0,16.4
2017,9,13,12:00,UTC,7,75,0,17.1
2017,9,13,13:00,UTC,1,72,0,17.3
2017,9,13,14:00,UTC,0,68,0,16.9
2017,9,13,15:00,UTC,0,75,0,15.4
2017,9,13,16:00,UTC,0,79,0,14.4
2017,9,13,17:00,UTC,0,85,0,13.3
2017,9,13,18:00,UTC,1,91,0,12.9
2017,9,13,19:00,UTC,3,93,0,13
2017,9,13,20:00,UTC,5,90,0,13.1
2017,9,13,21:00,UTC,5,92,0,13.1
2017,9,13,22:00,UTC,5,94,0,12.5
2017,9,13,23:00,UTC,7,92,0,13.2
2017,9,14,00:00,UTC,7,93,0,13.2
2017,9,14,01:00,UTC,7,94,2,12.6
2017,9,14,02:00,UTC,7,94,0,11.9
2017,9,14,03:00,UTC,7,95,0,12
2017,9,14,04:00,UTC,7,94,0,12.5
2017,9,14,05:00,UTC,7,89,0,12.3
2017,9,14,06:00,UTC,7,86,0,12.5
2017,9,14,07:00,UTC,7,81,0,12.8
2017,9,14,08:00,UTC,7,93,0,12.3
2017,9,14,09:00,UTC,7,90,0,13.1
2017,9,14,10:00,UTC,7,78,0,14.7
2017,9,14,11:00,UTC,7,74,0,14.6
2017,9,14,12:00,UTC,7,75,0,14.3
2017,9,14,13:00,UTC,7,85,0,13.4
2017,9,14,14:00,UTC,7,90,0,12.9
2017,9,14,15:00,UTC,7,92,0,13.2
2017,9,14,16:00,UTC,7,93,0.5,13
2017,9,14,17:00,UTC,7,94,0,12.7
2017,9,14,18:00,UTC,7,95,4.1,12.6
2017,9,14,19:00,UTC,7,96,4.6,12.5
2017,9,14,20:00,UTC,7,96,4.3,12.2
2017,9,14,21:00,UTC,7,96,5.5,12
2017,9,14,22:00,UTC,7,96,0.4,11.9
2017,9,14,23:00,UTC,7,96,0,11.9
2017,9,15,00:00,UTC,7,96,0.9,11.5
2017,9,15,01:00,UTC,7,96,0.4,11.6
2017,9,15,02:00,UTC,7,96,0,11.5
2017,9,15,03:00,UTC,7,96,0,11.3
2017,9,15,04:00,UTC,7,96,0,11.2
2017,9,15,05:00,UTC,7,96,0,11.4
2017,9,15,06:00,UTC,7,96,0,11.8
2017,9,15,07:00,UTC,7,93,0,12.5
2017,9,15,08:00,UTC,7,88,0,13.4
2017,9,15,09:00,UTC,7,84,0,13.3
2017,9,15,10:00,UTC,7,76,0,14.1
2017,9,15,11:00,UTC,1,66,0,15.6
2017,9,15,12:00,UTC,3,65,0,15.3
2017,9,15,13:00,UTC,5,67,0,14.9
2017,9,15,14:00,UTC,1,63,0,15
2017,9,15,15:00,UTC,5,63,0,14.6
2017,9,15,16:00,UTC,7,73,0,12.7
2017,9,15,17:00,UTC,1,78,0,11.2
2017,9,15,18:00,UTC,1,82,0,10.6
2017,9,15,19:00,UTC,0,82,0,10.3
2017,9,15,20:00,UTC,0,84,0,9.7
2017,9,15,21:00,UTC,3,85,0,9.5
2017,9,15,22:00,UTC,5,88,0,9.3
2017,9,15,23:00,UTC,3,88,0,9.4
2017,9,16,00:00,UTC,7,90,0,9.8
2017,9,16,01:00,UTC,7,92,0,10.3
2017,9,16,02:00,UTC,3,93,0,10.3
2017,9,16,03:00,UTC,7,93,0,10.6
2017,9,16,04:00,UTC,7,92,0,10.8
2017,9,16,05:00,UTC,1,90,0,11.7
2017,9,16,06:00,UTC,3,84,0,12.9
2017,9,16,07:00,UTC,3,75,0,14.4
2017,9,16,08:00,UTC,1,66,0,15.2
2017,9,16,09:00,UTC,1,63,0,16.3
2017,9,16,10:00,UTC,5,61,0,16.7
2017,9,16,11:00,UTC,1,84,0,15
2017,9,16,12:00,UTC,7,76,0,13.3
2017,9,16,13:00,UTC,7,76,0,14.2
2017,9,16,14:00,UTC,7,79,0,13.1
2017,9,16,15:00,UTC,7,87,2,12.3
2017,9,16,16:00,UTC,7,92,0,11.7
2017,9,16,17:00,UTC,8,94,0,11.4
2017,9,16,18:00,UTC,7,94,0,11.3
2017,9,16,19:00,UTC,8,95,0,11
2017,9,16,20:00,UTC,7,95,0,10.9
2017,9,16,21:00,UTC,7,95,0,10.4
2017,9,16,22:00,UTC,7,93,0,9.3
2017,9,16,23:00,UTC,1,95,0,8.1
2017,9,17,00:00,UTC,0,96,0,7.2
2017,9,17,01:00,UTC,5,97,0,6.8
2017,9,17,02:00,UTC,0,97,0,6
2017,9,17,03:00,UTC,7,97,0,6
2017,9,17,04:00,UTC,7,97,0,6.7
2017,9,17,05:00,UTC,1,97,0,7
2017,9,17,06:00,UTC,0,91,0,9.3
2017,9,17,07:00,UTC,1,75,0,10.7
2017,9,17,08:00,UTC,0,62,0,12
2017,9,17,09:00,UTC,0,66,0,12.5
2017,9,17,10:00,UTC,5,61,0,13.3
2017,9,17,11:00,UTC,7,63,0,14.1
2017,9,17,12:00,UTC,7,57,0,14
2017,9,17,13:00,UTC,5,60,0,13.8
2017,9,17,14:00,UTC,3,61,0,14.2
2017,9,17,15:00,UTC,0,67,0,12.7
2017,9,17,16:00,UTC,3,71,0,11.9
2017,9,17,17:00,UTC,0,78,0,10.4
2017,9,17,18:00,UTC,0,85,0,9.5
2017,9,17,19:00,UTC,0,92,0,8.4
2017,9,17,20:00,UTC,0,95,0,7.6
2017,9,17,21:00,UTC,0,96,0,7.7
2017,9,17,22:00,UTC,0,96,0,6.4
2017,9,17,23:00,UTC,0,97,0,5.8
2017,9,18,00:00,UTC,0,95,0,6.3
2017,9,18,01:00,UTC,0,96,0,5.3
2017,9,18,02:00,UTC,0,96,0,4.6
2017,9,18,03:00,UTC,0,97,0,4.1
2017,9,18,04:00,UTC,0,96,0,4.8
2017,9,18,05:00,UTC,7,93,0,6.7
2017,9,18,06:00,UTC,8,90,0,8
2017,9,18,07:00,UTC,8,85,0,9.5
2017,9,18,08:00,UTC,8,75,0,11.1
2017,9,18,09:00,UTC,5,69,0,11.3
2017,9,18,10:00,UTC,7,63,0,11.5
2017,9,18,11:00,UTC,7,60,0,11.9
2017,9,18,12:00,UTC,7,60,0,11.9
2017,9,18,13:00,UTC,8,61,0,11.5
2017,9,18,14:00,UTC,7,61,0,11.4
2017,9,18,15:00,UTC,3,63,0,10.6
2017,9,18,16:00,UTC,7,69,0,10.2
2017,9,18,17:00,UTC,7,74,0,9.4
2017,9,18,18:00,UTC,5,77,0,9.1
2017,9,18,19:00,UTC,7,80,0,8.7
2017,9,18,20:00,UTC,7,83,0,8.4
2017,9,18,21:00,UTC,7,85,0,8.1
2017,9,18,22:00,UTC,3,85,0,8.3
2017,9,18,23:00,UTC,3,87,0,8
2017,9,19,00:00,UTC,0,88,0,7.9
2017,9,19,01:00,UTC,3,87,0,8.3
2017,9,19,02:00,UTC,8,84,0,8.9
2017,9,19,03:00,UTC,8,83,0,9
2017,9,19,04:00,UTC,5,85,0,8.6
2017,9,19,05:00,UTC,7,83,0,8.7
2017,9,19,06:00,UTC,7,76,0,9.8
2017,9,19,07:00,UTC,7,73,0,10.1
2017,9,19,08:00,UTC,7,70,0,10.2
2017,9,19,09:00,UTC,7,88,0,9
2017,9,19,10:00,UTC,7,83,0,9.5
2017,9,19,11:00,UTC,7,76,0,9.6
2017,9,19,12:00,UTC,7,74,0,10.2
2017,9,19,13:00,UTC,7,73,0,9.9
2017,9,19,14:00,UTC,7,70,0,9.9
2017,9,19,15:00,UTC,7,72,0,9.7
2017,9,19,16:00,UTC,7,74,0,9.2
2017,9,19,17:00,UTC,7,79,0,8.5
2017,9,19,18:00,UTC,7,81,0,8.6
2017,9,19,19:00,UTC,7,84,0,8.2
2017,9,19,20:00,UTC,7,86,0,8
2017,9,19,21:00,UTC,7,88,0,7.6
2017,9,19,22:00,UTC,7,88,0,7.5
2017,9,19,23:00,UTC,7,89,0,7.6
2017,9,20,00:00,UTC,7,90,0,7.3
2017,9,20,01:00,UTC,7,91,0,7.2
2017,9,20,02:00,UTC,7,91,0,7
2017,9,20,03:00,UTC,3,93,0,6.3
2017,9,20,04:00,UTC,7,93,0,6.5
2017,9,20,05:00,UTC,7,91,0,6.8
2017,9,20,06:00,UTC,7,86,0,7.6
2017,9,20,07:00,UTC,7,87,0,8.2
2017,9,20,08:00,UTC,5,84,0,9.1
2017,9,20,09:00,UTC,7,91,1.1,8.8
2017,9,20,10:00,UTC,7,91,0,9.9
2017,9,20,11:00,UTC,7,88,0,11.3
2017,9,20,12:00,UTC,7,86,0,11.2
2017,9,20,13:00,UTC,7,83,0,12
2017,9,20,14:00,UTC,7,76,0,12.5
2017,9,20,15:00,UTC,1,80,0,11.7
2017,9,20,16:00,UTC,7,84,0,11.3
2017,9,20,17:00,UTC,7,88,0,10.8
2017,9,20,18:00,UTC,7,91,0,10.5
2017,9,20,19:00,UTC,7,93,0,10.1
2017,9,20,20:00,UTC,8,94,0,10.1
2017,9,20,21:00,UTC,8,95,0,9.8
2017,9,20,22:00,UTC,8,96,0,9.7
2017,9,20,23:00,UTC,9,97,0,9.8
2017,9,21,00:00,UTC,9,97,0,9.7
2017,9,21,01:00,UTC,9,97,0,9.6
2017,9,21,02:00,UTC,9,97,0,9.7
2017,9,21,03:00,UTC,9,97,0,9.6
2017,9,21,04:00,UTC,8,97,0,10
2017,9,21,05:00,UTC,9,97,0,10.3
2017,9,21,06:00,UTC,9,98,0,10.7
2017,9,21,07:00,UTC,8,98,0,11.3
2017,9,21,08:00,UTC,7,98,0,13.2
2017,9,21,09:00,UTC,7,88,0,14.7
2017,9,21,10:00,UTC,7,77,0,15
2017,9,21,11:00,UTC,7,75,0,14.6
2017,9,21,12:00,UTC,7,74,0,14.4
2017,9,21,13:00,UTC,7,74,0,14.5
2017,9,21,14:00,UTC,7,72,0,14.3
2017,9,21,15:00,UTC,7,74,0,14.1
2017,9,21,16:00,UTC,5,75,0,13.9
2017,9,21,17:00,UTC,7,74,0,13.8
2017,9,21,18:00,UTC,7,78,0,13.3
2017,9,21,19:00,UTC,7,77,0,13.1
2017,9,21,20:00,UTC,7,80,0,12.6
2017,9,21,21:00,UTC,7,81,0,12.3
2017,9,21,22:00,UTC,8,84,0,11.9
2017,9,21,23:00,UTC,7,83,0,11.8
2017,9,22,00:00,UTC,8,83,0,11.4
2017,9,22,01:00,UTC,8,86,0,10.8
2017,9,22,02:00,UTC,8,88,0,10.5
2017,9,22,03:00,UTC,8,88,0,10.5
2017,9,22,04:00,UTC,7,93,0.8,10.2
2017,9,22,05:00,UTC,8,94,0,10.1
2017,9,22,06:00,UTC,8,93,0,10.4
2017,9,22,07:00,UTC,8,94,0.8,10.4
2017,9,22,08:00,UTC,7,94,0,10.8
2017,9,22,09:00,UTC,7,91,0,11.9
2017,9,22,10:00,UTC,8,88,0,12.3
2017,9,22,11:00,UTC,8,88,0,12.3
2017,9,22,12:00,UTC,7,87,0,12.4
2017,9,22,13:00,UTC,8,85,0,12.5
2017,9,22,14:00,UTC,8,85,0,12.8
2017,9,22,15:00,UTC,5,85,0,12.9
2017,9,22,16:00,UTC,0,88,0,12.3
2017,9,22,17:00,UTC,1,92,0,11.6
2017,9,22,18:00,UTC,1,92,0,11.3
2017,9,22,19:00,UTC,1,93,0,11.1
2017,9,22,20:00,UTC,0,94,0,10.9
2017,9,22,21:00,UTC,0,94,0,11.1
2017,9,22,22:00,UTC,0,94,0,10.9
2017,9,22,23:00,UTC,0,95,0,11.1
2017,9,23,00:00,UTC,0,95,0,10.8
2017,9,23,01:00,UTC,0,96,0,10.5
2017,9,23,02:00,UTC,7,94,0,11.6
2017,9,23,03:00,UTC,7,88,0,12.4
2017,9,23,04:00,UTC,5,89,0,12.2
2017,9,23,05:00,UTC,7,89,0,12.3
2017,9,23,06:00,UTC,8,90,0,12.1
2017,9,23,07:00,UTC,7,89,0,12.7
2017,9,23,08:00,UTC,5,84,0,13.1
2017,9,23,09:00,UTC,5,80,0,14
2017,9,23,10:00,UTC,1,75,0,14.5
2017,9,23,11:00,UTC,0,75,0,14.9
2017,9,23,12:00,UTC,0,74,0,14.9
2017,9,23,13:00,UTC,1,74,0,14.3
2017,9,23,14:00,UTC,0,72,0,14.5
2017,9,23,15:00,UTC,1,73,0,14.1
2017,9,23,16:00,UTC,0,75,0,13.5
2017,9,23,17:00,UTC,0,80,0,12.7
2017,9,23,18:00,UTC,0,84,0,12.1
2017,9,23,19:00,UTC,0,86,0,11.6
2017,9,23,20:00,UTC,0,89,0,11.4
2017,9,23,21:00,UTC,0,90,0,11.8
2017,9,23,22:00,UTC,0,90,0,11.7
2017,9,23,23:00,UTC,0,88,0,11.2
2017,9,24,00:00,UTC,0,89,0,11.1
2017,9,24,01:00,UTC,0,90,0,11
2017,9,24,02:00,UTC,0,90,0,11.1
2017,9,24,03:00,UTC,0,88,0,11.3
2017,9,24,04:00,UTC,0,90,0,10.7
2017,9,24,05:00,UTC,1,92,0,11.2
2017,9,24,06:00,UTC,5,88,0,12.3
2017,9,24,07:00,UTC,1,85,0,13.2
2017,9,24,08:00,UTC,1,78,0,14.2
2017,9,24,09:00,UTC,0,76,0,14.5
2017,9,24,10:00,UTC,0,71,0,15.1
2017,9,24,11:00,UTC,0,58,0,15.8
2017,9,24,12:00,UTC,0,60,0,16
2017,9,24,13:00,UTC,0,69,0,15.1
2017,9,24,14:00,UTC,0,71,0,14.6
2017,9,24,15:00,UTC,0,75,0,13.8
2017,9,24,16:00,UTC,0,76,0,13.2
2017,9,24,17:00,UTC,0,79,0,12.2
2017,9,24,18:00,UTC,0,84,0,11.4
2017,9,24,19:00,UTC,0,87,0,11
2017,9,24,20:00,UTC,0,90,0,9.8
2017,9,24,21:00,UTC,0,94,0,9.2
2017,9,24,22:00,UTC,0,95,0,8.9
2017,9,24,23:00,UTC,0,96,0,10.5
2017,9,25,00:00,UTC,0,95,0,10.6
2017,9,25,01:00,UTC,0,96,0,9.9
2017,9,25,02:00,UTC,0,96,0,9.8
2017,9,25,03:00,UTC,0,96,0,9.6
2017,9,25,04:00,UTC,0,96,0,9.7
2017,9,25,05:00,UTC,7,96,0,9.8
2017,9,25,06:00,UTC,9,97,0,10.4
2017,9,25,07:00,UTC,9,97,0,11.2
2017,9,25,08:00,UTC,7,98,0,12.2
2017,9,25,09:00,UTC,7,93,0,13.8
2017,9,25,10:00,UTC,0,72,0,15.9
2017,9,25,11:00,UTC,0,65,0,16.1
2017,9,25,12:00,UTC,0,62,0,16.1
2017,9,25,13:00,UTC,0,61,0,16.3
2017,9,25,14:00,UTC,0,60,0,16.6
2017,9,25,15:00,UTC,0,63,0,15.9
2017,9,25,16:00,UTC,0,71,0,14.6
2017,9,25,17:00,UTC,0,73,0,13.6
2017,9,25,18:00,UTC,0,78,0,12.6
2017,9,25,19:00,UTC,0,82,0,12
2017,9,25,20:00,UTC,0,84,0,11.3
2017,9,25,21:00,UTC,0,85,0,11.4
2017,9,25,22:00,UTC,0,91,0,9.8
2017,9,25,23:00,UTC,0,94,0,9.9
2017,9,26,00:00,UTC,0,95,0,10.9
2017,9,26,01:00,UTC,0,94,0,10.7
2017,9,26,02:00,UTC,0,95,0,10.5
2017,9,26,03:00,UTC,0,96,0,10.7
2017,9,26,04:00,UTC,7,96,0,11.1
2017,9,26,05:00,UTC,8,96,0,11.5
2017,9,26,06:00,UTC,8,93,0,12.4
2017,9,26,07:00,UTC,7,89,0,12.8
2017,9,26,08:00,UTC,8,86,0,13.1
2017,9,26,09:00,UTC,8,82,0,13.1
2017,9,26,10:00,UTC,7,79,0,13.2
2017,9,26,11:00,UTC,7,77,0,13.4
2017,9,26,12:00,UTC,7,78,0,13.1
2017,9,26,13:00,UTC,8,77,0,13
2017,9,26,14:00,UTC,8,85,0,12.7
2017,9,26,15:00,UTC,7,83,0,12.5
2017,9,26,16:00,UTC,8,83,0,12.1
2017,9,26,17:00,UTC,8,84,0,11.9
2017,9,26,18:00,UTC,8,86,0,11.8
2017,9,26,19:00,UTC,7,87,0,11.8
2017,9,26,20:00,UTC,7,88,0,11.9
2017,9,26,21:00,UTC,7,89,0,11.7
2017,9,26,22:00,UTC,7,87,0,11.8
2017,9,26,23:00,UTC,8,87,0,12.1
2017,9,27,00:00,UTC,8,87,0,11.8
2017,9,27,01:00,UTC,8,89,0,11.5
2017,9,27,02:00,UTC,7,90,0,11.4
2017,9,27,03:00,UTC,8,90,0,11.4
2017,9,27,04:00,UTC,8,90,0,11.5
2017,9,27,05:00,UTC,8,90,0,11.5
2017,9,27,06:00,UTC,7,89,0,11.9
2017,9,27,07:00,UTC,8,83,0,12.6
2017,9,27,08:00,UTC,7,81,0,13.1
2017,9,27,09:00,UTC,7,76,0,13.9
2017,9,27,10:00,UTC,7,74,0,14
2017,9,27,11:00,UTC,7,75,0,13.7
2017,9,27,12:00,UTC,3,75,0,13.8
2017,9,27,13:00,UTC,1,73,0,13.9
2017,9,27,14:00,UTC,0,75,0,13.4
2017,9,27,15:00,UTC,0,79,0,12.6
2017,9,27,16:00,UTC,0,83,0,11.7
2017,9,27,17:00,UTC,0,87,0,10.9
2017,9,27,18:00,UTC,0,90,0,10.2
2017,9,27,19:00,UTC,0,94,0,9.3
2017,9,27,20:00,UTC,8,95,0,10
2017,9,27,21:00,UTC,8,88,0,10.8
2017,9,27,22:00,UTC,8,84,0,10.7
2017,9,27,23:00,UTC,8,84,0,10.3
2017,9,28,00:00,UTC,8,85,0,10.4
2017,9,28,01:00,UTC,8,86,0,10.3
2017,9,28,02:00,UTC,8,85,0,10.4
2017,9,28,03:00,UTC,8,86,0,10.2
2017,9,28,04:00,UTC,8,85,0,10.2
2017,9,28,05:00,UTC,8,84,0,10.2
2017,9,28,06:00,UTC,7,83,0,10.5
2017,9,28,07:00,UTC,7,81,0,10.9
2017,9,28,08:00,UTC,8,78,0,11.2
2017,9,28,09:00,UTC,8,77,0,11.6
2017,9,28,10:00,UTC,8,77,0,11.7
2017,9,28,11:00,UTC,8,74,0,11.9
2017,9,28,12:00,UTC,7,73,0,12
2017,9,28,13:00,UTC,1,71,0,12.3
2017,9,28,14:00,UTC,0,74,0,11.9
2017,9,28,15:00,UTC,0,79,0,10.9
2017,9,28,16:00,UTC,0,83,0,10
2017,9,28,17:00,UTC,0,91,0,8.6
2017,9,28,18:00,UTC,0,93,0,8.2
2017,9,28,19:00,UTC,0,95,0,7.2
2017,9,28,20:00,UTC,1,96,0,7
2017,9,28,21:00,UTC,7,96,0,7
2017,9,28,22:00,UTC,0,97,0,6.2
2017,9,28,23:00,UTC,0,97,0,6.6
2017,9,29,00:00,UTC,0,97,0,5.7
2017,9,29,01:00,UTC,0,97,0,5.2
2017,9,29,02:00,UTC,0,98,0,4.8
2017,9,29,03:00,UTC,0,98,0,4.6
2017,9,29,04:00,UTC,0,98,0,4.2
2017,9,29,05:00,UTC,9,98,0,4.3
2017,9,29,06:00,UTC,7,98,0,5.1
2017,9,29,07:00,UTC,0,97,0,7.1
2017,9,29,08:00,UTC,0,88,0,8.5
2017,9,29,09:00,UTC,0,86,0,9.1
2017,9,29,10:00,UTC,0,77,0,11.3
2017,9,29,11:00,UTC,0,74,0,12.9
